,Date,Day(Eng),Day(Nufi),Date (Jour-Mois-Annee),Date (yyyy-mm-dd),Nufi_Date,Nufi_Full_Date
16,December 17 2137,Tuesday,Nzîngū,17-12-2137,2137 December 17,"līē' 17, Ncátmɑ̄ŋū, Ngù' 2137","Nzîngū, līē' 17, Ncátmɑ̄ŋū, Ngù' 2137"
17,December 18 2137,Wednesday,Nzîsō,18-12-2137,2137 December 18,"līē' 18, Ncátmɑ̄ŋū, Ngù' 2137","Nzîsō, līē' 18, Ncátmɑ̄ŋū, Ngù' 2137"
18,December 19 2137,Thursday,Nthʉ̂'kwɑ̀,19-12-2137,2137 December 19,"līē' 19, Ncátmɑ̄ŋū, Ngù' 2137","Nthʉ̂'kwɑ̀, līē' 19, Ncátmɑ̄ŋū, Ngù' 2137"
19,December 20 2137,Friday,Nthʉ̂'ntāā,20-12-2137,2137 December 20,"līē' 20, Ncátmɑ̄ŋū, Ngù' 2137","Nthʉ̂'ntāā, līē' 20, Ncátmɑ̄ŋū, Ngù' 2137"
20,December 21 2137,Saturday,Líé'nkwe',21-12-2137,2137 December 21,"līē' 21, Ncátmɑ̄ŋū, Ngù' 2137","Líé'nkwe', līē' 21, Ncátmɑ̄ŋū, Ngù' 2137"
21,December 22 2137,Sunday,Nkɑ́ɑ́tēē,22-12-2137,2137 December 22,"līē' 22, Ncátmɑ̄ŋū, Ngù' 2137","Nkɑ́ɑ́tēē, līē' 22, Ncátmɑ̄ŋū, Ngù' 2137"
22,December 23 2137,Monday,Nshwīe'ko,23-12-2137,2137 December 23,"līē' 23, Ncátmɑ̄ŋū, Ngù' 2137","Nshwīe'ko, līē' 23, Ncátmɑ̄ŋū, Ngù' 2137"
23,December 24 2137,Tuesday,Ncômntēē,24-12-2137,2137 December 24,"līē' 24, Ncátmɑ̄ŋū, Ngù' 2137","Ncômntēē, līē' 24, Ncátmɑ̄ŋū, Ngù' 2137"
24,December 25 2137,Wednesday,Nzîngū,25-12-2137,2137 December 25,"līē' 25, Ncátmɑ̄ŋū, Ngù' 2137","Nzîngū, līē' 25, Ncátmɑ̄ŋū, Ngù' 2137"
25,December 26 2137,Thursday,Nzîsō,26-12-2137,2137 December 26,"līē' 26, Ncátmɑ̄ŋū, Ngù' 2137","Nzîsō, līē' 26, Ncátmɑ̄ŋū, Ngù' 2137"
26,December 27 2137,Friday,Nthʉ̂'kwɑ̀,27-12-2137,2137 December 27,"līē' 27, Ncátmɑ̄ŋū, Ngù' 2137","Nthʉ̂'kwɑ̀, līē' 27, Ncátmɑ̄ŋū, Ngù' 2137"
27,December 28 2137,Saturday,Nthʉ̂'ntāā,28-12-2137,2137 December 28,"līē' 28, Ncátmɑ̄ŋū, Ngù' 2137","Nthʉ̂'ntāā, līē' 28, Ncátmɑ̄ŋū, Ngù' 2137"
28,December 29 2137,Sunday,Líé'nkwe',29-12-2137,2137 December 29,"līē' 29, Ncátmɑ̄ŋū, Ngù' 2137","Líé'nkwe', līē' 29, Ncátmɑ̄ŋū, Ngù' 2137"
29,December 30 2137,Monday,Nkɑ́ɑ́tēē,30-12-2137,2137 December 30,"līē' 30, Ncátmɑ̄ŋū, Ngù' 2137","Nkɑ́ɑ́tēē, līē' 30, Ncátmɑ̄ŋū, Ngù' 2137"
30,December 31 2137,Tuesday,Nshwīe'ko,31-12-2137,2137 December 31,"līē' 31, Ncátmɑ̄ŋū, Ngù' 2137","Nshwīe'ko, līē' 31, Ncátmɑ̄ŋū, Ngù' 2137"
0,January 1 2138,Wednesday,Ncômntēē,01-01-2138,2138 January 01,"Ntûmbhì līē', Ngù'fī, Ngù' 2138","Ncômntēē, Ntûmbhì līē', Ngù'fī, Ngù' 2138"
1,January 2 2138,Thursday,Nzîngū,02-01-2138,2138 January 02,"līē' 2, Ngù'fī, Ngù' 2138","Nzîngū, līē' 2, Ngù'fī, Ngù' 2138"
2,January 3 2138,Friday,Nzîsō,03-01-2138,2138 January 03,"līē' 3, Ngù'fī, Ngù' 2138","Nzîsō, līē' 3, Ngù'fī, Ngù' 2138"
3,January 4 2138,Saturday,Nthʉ̂'kwɑ̀,04-01-2138,2138 January 04,"līē' 4, Ngù'fī, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 4, Ngù'fī, Ngù' 2138"
4,January 5 2138,Sunday,Nthʉ̂'ntāā,05-01-2138,2138 January 05,"līē' 5, Ngù'fī, Ngù' 2138","Nthʉ̂'ntāā, līē' 5, Ngù'fī, Ngù' 2138"
5,January 6 2138,Monday,Líé'nkwe',06-01-2138,2138 January 06,"līē' 6, Ngù'fī, Ngù' 2138","Líé'nkwe', līē' 6, Ngù'fī, Ngù' 2138"
6,January 7 2138,Tuesday,Nkɑ́ɑ́tēē,07-01-2138,2138 January 07,"līē' 7, Ngù'fī, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 7, Ngù'fī, Ngù' 2138"
7,January 8 2138,Wednesday,Nshwīe'ko,08-01-2138,2138 January 08,"līē' 8, Ngù'fī, Ngù' 2138","Nshwīe'ko, līē' 8, Ngù'fī, Ngù' 2138"
8,January 9 2138,Thursday,Ncômntēē,09-01-2138,2138 January 09,"līē' 9, Ngù'fī, Ngù' 2138","Ncômntēē, līē' 9, Ngù'fī, Ngù' 2138"
9,January 10 2138,Friday,Nzîngū,10-01-2138,2138 January 10,"līē' 10, Ngù'fī, Ngù' 2138","Nzîngū, līē' 10, Ngù'fī, Ngù' 2138"
10,January 11 2138,Saturday,Nzîsō,11-01-2138,2138 January 11,"līē' 11, Ngù'fī, Ngù' 2138","Nzîsō, līē' 11, Ngù'fī, Ngù' 2138"
11,January 12 2138,Sunday,Nthʉ̂'kwɑ̀,12-01-2138,2138 January 12,"līē' 12, Ngù'fī, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 12, Ngù'fī, Ngù' 2138"
12,January 13 2138,Monday,Nthʉ̂'ntāā,13-01-2138,2138 January 13,"līē' 13, Ngù'fī, Ngù' 2138","Nthʉ̂'ntāā, līē' 13, Ngù'fī, Ngù' 2138"
13,January 14 2138,Tuesday,Líé'nkwe',14-01-2138,2138 January 14,"līē' 14, Ngù'fī, Ngù' 2138","Líé'nkwe', līē' 14, Ngù'fī, Ngù' 2138"
14,January 15 2138,Wednesday,Nkɑ́ɑ́tēē,15-01-2138,2138 January 15,"līē' 15, Ngù'fī, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 15, Ngù'fī, Ngù' 2138"
15,January 16 2138,Thursday,Nshwīe'ko,16-01-2138,2138 January 16,"līē' 16, Ngù'fī, Ngù' 2138","Nshwīe'ko, līē' 16, Ngù'fī, Ngù' 2138"
16,January 17 2138,Friday,Ncômntēē,17-01-2138,2138 January 17,"līē' 17, Ngù'fī, Ngù' 2138","Ncômntēē, līē' 17, Ngù'fī, Ngù' 2138"
17,January 18 2138,Saturday,Nzîngū,18-01-2138,2138 January 18,"līē' 18, Ngù'fī, Ngù' 2138","Nzîngū, līē' 18, Ngù'fī, Ngù' 2138"
18,January 19 2138,Sunday,Nzîsō,19-01-2138,2138 January 19,"līē' 19, Ngù'fī, Ngù' 2138","Nzîsō, līē' 19, Ngù'fī, Ngù' 2138"
19,January 20 2138,Monday,Nthʉ̂'kwɑ̀,20-01-2138,2138 January 20,"līē' 20, Ngù'fī, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 20, Ngù'fī, Ngù' 2138"
20,January 21 2138,Tuesday,Nthʉ̂'ntāā,21-01-2138,2138 January 21,"līē' 21, Ngù'fī, Ngù' 2138","Nthʉ̂'ntāā, līē' 21, Ngù'fī, Ngù' 2138"
21,January 22 2138,Wednesday,Líé'nkwe',22-01-2138,2138 January 22,"līē' 22, Ngù'fī, Ngù' 2138","Líé'nkwe', līē' 22, Ngù'fī, Ngù' 2138"
22,January 23 2138,Thursday,Nkɑ́ɑ́tēē,23-01-2138,2138 January 23,"līē' 23, Ngù'fī, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 23, Ngù'fī, Ngù' 2138"
23,January 24 2138,Friday,Nshwīe'ko,24-01-2138,2138 January 24,"līē' 24, Ngù'fī, Ngù' 2138","Nshwīe'ko, līē' 24, Ngù'fī, Ngù' 2138"
24,January 25 2138,Saturday,Ncômntēē,25-01-2138,2138 January 25,"līē' 25, Ngù'fī, Ngù' 2138","Ncômntēē, līē' 25, Ngù'fī, Ngù' 2138"
25,January 26 2138,Sunday,Nzîngū,26-01-2138,2138 January 26,"līē' 26, Ngù'fī, Ngù' 2138","Nzîngū, līē' 26, Ngù'fī, Ngù' 2138"
26,January 27 2138,Monday,Nzîsō,27-01-2138,2138 January 27,"līē' 27, Ngù'fī, Ngù' 2138","Nzîsō, līē' 27, Ngù'fī, Ngù' 2138"
27,January 28 2138,Tuesday,Nthʉ̂'kwɑ̀,28-01-2138,2138 January 28,"līē' 28, Ngù'fī, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 28, Ngù'fī, Ngù' 2138"
28,January 29 2138,Wednesday,Nthʉ̂'ntāā,29-01-2138,2138 January 29,"līē' 29, Ngù'fī, Ngù' 2138","Nthʉ̂'ntāā, līē' 29, Ngù'fī, Ngù' 2138"
29,January 30 2138,Thursday,Líé'nkwe',30-01-2138,2138 January 30,"līē' 30, Ngù'fī, Ngù' 2138","Líé'nkwe', līē' 30, Ngù'fī, Ngù' 2138"
30,January 31 2138,Friday,Nkɑ́ɑ́tēē,31-01-2138,2138 January 31,"līē' 31, Ngù'fī, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 31, Ngù'fī, Ngù' 2138"
0,February 1 2138,Saturday,Nshwīe'ko,01-02-2138,2138 February 01,"Ntûmbhì līē', Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nshwīe'ko, Ntûmbhì līē', Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
1,February 2 2138,Sunday,Ncômntēē,02-02-2138,2138 February 02,"līē' 2, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Ncômntēē, līē' 2, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
2,February 3 2138,Monday,Nzîngū,03-02-2138,2138 February 03,"līē' 3, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîngū, līē' 3, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
3,February 4 2138,Tuesday,Nzîsō,04-02-2138,2138 February 04,"līē' 4, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîsō, līē' 4, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
4,February 5 2138,Wednesday,Nthʉ̂'kwɑ̀,05-02-2138,2138 February 05,"līē' 5, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 5, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
5,February 6 2138,Thursday,Nthʉ̂'ntāā,06-02-2138,2138 February 06,"līē' 6, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nthʉ̂'ntāā, līē' 6, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
6,February 7 2138,Friday,Líé'nkwe',07-02-2138,2138 February 07,"līē' 7, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Líé'nkwe', līē' 7, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
7,February 8 2138,Saturday,Nkɑ́ɑ́tēē,08-02-2138,2138 February 08,"līē' 8, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 8, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
8,February 9 2138,Sunday,Nshwīe'ko,09-02-2138,2138 February 09,"līē' 9, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nshwīe'ko, līē' 9, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
9,February 10 2138,Monday,Ncômntēē,10-02-2138,2138 February 10,"līē' 10, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Ncômntēē, līē' 10, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
10,February 11 2138,Tuesday,Nzîngū,11-02-2138,2138 February 11,"līē' 11, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîngū, līē' 11, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
11,February 12 2138,Wednesday,Nzîsō,12-02-2138,2138 February 12,"līē' 12, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîsō, līē' 12, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
12,February 13 2138,Thursday,Nthʉ̂'kwɑ̀,13-02-2138,2138 February 13,"līē' 13, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 13, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
13,February 14 2138,Friday,Nthʉ̂'ntāā,14-02-2138,2138 February 14,"līē' 14, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nthʉ̂'ntāā, līē' 14, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
14,February 15 2138,Saturday,Líé'nkwe',15-02-2138,2138 February 15,"līē' 15, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Líé'nkwe', līē' 15, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
15,February 16 2138,Sunday,Nkɑ́ɑ́tēē,16-02-2138,2138 February 16,"līē' 16, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 16, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
16,February 17 2138,Monday,Nshwīe'ko,17-02-2138,2138 February 17,"līē' 17, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nshwīe'ko, līē' 17, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
17,February 18 2138,Tuesday,Ncômntēē,18-02-2138,2138 February 18,"līē' 18, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Ncômntēē, līē' 18, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
18,February 19 2138,Wednesday,Nzîngū,19-02-2138,2138 February 19,"līē' 19, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîngū, līē' 19, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
19,February 20 2138,Thursday,Nzîsō,20-02-2138,2138 February 20,"līē' 20, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîsō, līē' 20, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
20,February 21 2138,Friday,Nthʉ̂'kwɑ̀,21-02-2138,2138 February 21,"līē' 21, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 21, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
21,February 22 2138,Saturday,Nthʉ̂'ntāā,22-02-2138,2138 February 22,"līē' 22, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nthʉ̂'ntāā, līē' 22, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
22,February 23 2138,Sunday,Líé'nkwe',23-02-2138,2138 February 23,"līē' 23, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Líé'nkwe', līē' 23, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
23,February 24 2138,Monday,Nkɑ́ɑ́tēē,24-02-2138,2138 February 24,"līē' 24, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 24, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
24,February 25 2138,Tuesday,Nshwīe'ko,25-02-2138,2138 February 25,"līē' 25, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nshwīe'ko, līē' 25, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
25,February 26 2138,Wednesday,Ncômntēē,26-02-2138,2138 February 26,"līē' 26, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Ncômntēē, līē' 26, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
26,February 27 2138,Thursday,Nzîngū,27-02-2138,2138 February 27,"līē' 27, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîngū, līē' 27, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
27,February 28 2138,Friday,Nzîsō,28-02-2138,2138 February 28,"līē' 28, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138","Nzîsō, līē' 28, Nkùɑ̀nʉ̀ɑ̀, Ngù' 2138"
0,March 1 2138,Saturday,Nthʉ̂'kwɑ̀,01-03-2138,2138 March 01,"Ntûmbhì līē', Mbàkngòfāt, Ngù' 2138","Nthʉ̂'kwɑ̀, Ntûmbhì līē', Mbàkngòfāt, Ngù' 2138"
1,March 2 2138,Sunday,Nthʉ̂'ntāā,02-03-2138,2138 March 02,"līē' 2, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'ntāā, līē' 2, Mbàkngòfāt, Ngù' 2138"
2,March 3 2138,Monday,Líé'nkwe',03-03-2138,2138 March 03,"līē' 3, Mbàkngòfāt, Ngù' 2138","Líé'nkwe', līē' 3, Mbàkngòfāt, Ngù' 2138"
3,March 4 2138,Tuesday,Nkɑ́ɑ́tēē,04-03-2138,2138 March 04,"līē' 4, Mbàkngòfāt, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 4, Mbàkngòfāt, Ngù' 2138"
4,March 5 2138,Wednesday,Nshwīe'ko,05-03-2138,2138 March 05,"līē' 5, Mbàkngòfāt, Ngù' 2138","Nshwīe'ko, līē' 5, Mbàkngòfāt, Ngù' 2138"
5,March 6 2138,Thursday,Ncômntēē,06-03-2138,2138 March 06,"līē' 6, Mbàkngòfāt, Ngù' 2138","Ncômntēē, līē' 6, Mbàkngòfāt, Ngù' 2138"
6,March 7 2138,Friday,Nzîngū,07-03-2138,2138 March 07,"līē' 7, Mbàkngòfāt, Ngù' 2138","Nzîngū, līē' 7, Mbàkngòfāt, Ngù' 2138"
7,March 8 2138,Saturday,Nzîsō,08-03-2138,2138 March 08,"līē' 8, Mbàkngòfāt, Ngù' 2138","Nzîsō, līē' 8, Mbàkngòfāt, Ngù' 2138"
8,March 9 2138,Sunday,Nthʉ̂'kwɑ̀,09-03-2138,2138 March 09,"līē' 9, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 9, Mbàkngòfāt, Ngù' 2138"
9,March 10 2138,Monday,Nthʉ̂'ntāā,10-03-2138,2138 March 10,"līē' 10, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'ntāā, līē' 10, Mbàkngòfāt, Ngù' 2138"
10,March 11 2138,Tuesday,Líé'nkwe',11-03-2138,2138 March 11,"līē' 11, Mbàkngòfāt, Ngù' 2138","Líé'nkwe', līē' 11, Mbàkngòfāt, Ngù' 2138"
11,March 12 2138,Wednesday,Nkɑ́ɑ́tēē,12-03-2138,2138 March 12,"līē' 12, Mbàkngòfāt, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 12, Mbàkngòfāt, Ngù' 2138"
12,March 13 2138,Thursday,Nshwīe'ko,13-03-2138,2138 March 13,"līē' 13, Mbàkngòfāt, Ngù' 2138","Nshwīe'ko, līē' 13, Mbàkngòfāt, Ngù' 2138"
13,March 14 2138,Friday,Ncômntēē,14-03-2138,2138 March 14,"līē' 14, Mbàkngòfāt, Ngù' 2138","Ncômntēē, līē' 14, Mbàkngòfāt, Ngù' 2138"
14,March 15 2138,Saturday,Nzîngū,15-03-2138,2138 March 15,"līē' 15, Mbàkngòfāt, Ngù' 2138","Nzîngū, līē' 15, Mbàkngòfāt, Ngù' 2138"
15,March 16 2138,Sunday,Nzîsō,16-03-2138,2138 March 16,"līē' 16, Mbàkngòfāt, Ngù' 2138","Nzîsō, līē' 16, Mbàkngòfāt, Ngù' 2138"
16,March 17 2138,Monday,Nthʉ̂'kwɑ̀,17-03-2138,2138 March 17,"līē' 17, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 17, Mbàkngòfāt, Ngù' 2138"
17,March 18 2138,Tuesday,Nthʉ̂'ntāā,18-03-2138,2138 March 18,"līē' 18, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'ntāā, līē' 18, Mbàkngòfāt, Ngù' 2138"
18,March 19 2138,Wednesday,Líé'nkwe',19-03-2138,2138 March 19,"līē' 19, Mbàkngòfāt, Ngù' 2138","Líé'nkwe', līē' 19, Mbàkngòfāt, Ngù' 2138"
19,March 20 2138,Thursday,Nkɑ́ɑ́tēē,20-03-2138,2138 March 20,"līē' 20, Mbàkngòfāt, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 20, Mbàkngòfāt, Ngù' 2138"
20,March 21 2138,Friday,Nshwīe'ko,21-03-2138,2138 March 21,"līē' 21, Mbàkngòfāt, Ngù' 2138","Nshwīe'ko, līē' 21, Mbàkngòfāt, Ngù' 2138"
21,March 22 2138,Saturday,Ncômntēē,22-03-2138,2138 March 22,"līē' 22, Mbàkngòfāt, Ngù' 2138","Ncômntēē, līē' 22, Mbàkngòfāt, Ngù' 2138"
22,March 23 2138,Sunday,Nzîngū,23-03-2138,2138 March 23,"līē' 23, Mbàkngòfāt, Ngù' 2138","Nzîngū, līē' 23, Mbàkngòfāt, Ngù' 2138"
23,March 24 2138,Monday,Nzîsō,24-03-2138,2138 March 24,"līē' 24, Mbàkngòfāt, Ngù' 2138","Nzîsō, līē' 24, Mbàkngòfāt, Ngù' 2138"
24,March 25 2138,Tuesday,Nthʉ̂'kwɑ̀,25-03-2138,2138 March 25,"līē' 25, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 25, Mbàkngòfāt, Ngù' 2138"
25,March 26 2138,Wednesday,Nthʉ̂'ntāā,26-03-2138,2138 March 26,"līē' 26, Mbàkngòfāt, Ngù' 2138","Nthʉ̂'ntāā, līē' 26, Mbàkngòfāt, Ngù' 2138"
26,March 27 2138,Thursday,Líé'nkwe',27-03-2138,2138 March 27,"līē' 27, Mbàkngòfāt, Ngù' 2138","Líé'nkwe', līē' 27, Mbàkngòfāt, Ngù' 2138"
27,March 28 2138,Friday,Nkɑ́ɑ́tēē,28-03-2138,2138 March 28,"līē' 28, Mbàkngòfāt, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 28, Mbàkngòfāt, Ngù' 2138"
28,March 29 2138,Saturday,Nshwīe'ko,29-03-2138,2138 March 29,"līē' 29, Mbàkngòfāt, Ngù' 2138","Nshwīe'ko, līē' 29, Mbàkngòfāt, Ngù' 2138"
29,March 30 2138,Sunday,Ncômntēē,30-03-2138,2138 March 30,"līē' 30, Mbàkngòfāt, Ngù' 2138","Ncômntēē, līē' 30, Mbàkngòfāt, Ngù' 2138"
30,March 31 2138,Monday,Nzîngū,31-03-2138,2138 March 31,"līē' 31, Mbàkngòfāt, Ngù' 2138","Nzîngū, līē' 31, Mbàkngòfāt, Ngù' 2138"
0,April 1 2138,Tuesday,Nzîsō,01-04-2138,2138 April 01,"Ntûmbhì līē', Sò'njɑ̀ɑ̀, Ngù' 2138","Nzîsō, Ntûmbhì līē', Sò'njɑ̀ɑ̀, Ngù' 2138"
1,April 2 2138,Wednesday,Nthʉ̂'kwɑ̀,02-04-2138,2138 April 02,"līē' 2, Sò'njɑ̀ɑ̀, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 2, Sò'njɑ̀ɑ̀, Ngù' 2138"
2,April 3 2138,Thursday,Nthʉ̂'ntāā,03-04-2138,2138 April 03,"līē' 3, Sò'njɑ̀ɑ̀, Ngù' 2138","Nthʉ̂'ntāā, līē' 3, Sò'njɑ̀ɑ̀, Ngù' 2138"
3,April 4 2138,Friday,Líé'nkwe',04-04-2138,2138 April 04,"līē' 4, Sò'njɑ̀ɑ̀, Ngù' 2138","Líé'nkwe', līē' 4, Sò'njɑ̀ɑ̀, Ngù' 2138"
4,April 5 2138,Saturday,Nkɑ́ɑ́tēē,05-04-2138,2138 April 05,"līē' 5, Sò'njɑ̀ɑ̀, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 5, Sò'njɑ̀ɑ̀, Ngù' 2138"
5,April 6 2138,Sunday,Nshwīe'ko,06-04-2138,2138 April 06,"līē' 6, Sò'njɑ̀ɑ̀, Ngù' 2138","Nshwīe'ko, līē' 6, Sò'njɑ̀ɑ̀, Ngù' 2138"
6,April 7 2138,Monday,Ncômntēē,07-04-2138,2138 April 07,"līē' 7, Sò'njɑ̀ɑ̀, Ngù' 2138","Ncômntēē, līē' 7, Sò'njɑ̀ɑ̀, Ngù' 2138"
7,April 8 2138,Tuesday,Nzîngū,08-04-2138,2138 April 08,"līē' 8, Sò'njɑ̀ɑ̀, Ngù' 2138","Nzîngū, līē' 8, Sò'njɑ̀ɑ̀, Ngù' 2138"
8,April 9 2138,Wednesday,Nzîsō,09-04-2138,2138 April 09,"līē' 9, Sò'njɑ̀ɑ̀, Ngù' 2138","Nzîsō, līē' 9, Sò'njɑ̀ɑ̀, Ngù' 2138"
9,April 10 2138,Thursday,Nthʉ̂'kwɑ̀,10-04-2138,2138 April 10,"līē' 10, Sò'njɑ̀ɑ̀, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 10, Sò'njɑ̀ɑ̀, Ngù' 2138"
10,April 11 2138,Friday,Nthʉ̂'ntāā,11-04-2138,2138 April 11,"līē' 11, Sò'njɑ̀ɑ̀, Ngù' 2138","Nthʉ̂'ntāā, līē' 11, Sò'njɑ̀ɑ̀, Ngù' 2138"
11,April 12 2138,Saturday,Líé'nkwe',12-04-2138,2138 April 12,"līē' 12, Sò'njɑ̀ɑ̀, Ngù' 2138","Líé'nkwe', līē' 12, Sò'njɑ̀ɑ̀, Ngù' 2138"
12,April 13 2138,Sunday,Nkɑ́ɑ́tēē,13-04-2138,2138 April 13,"līē' 13, Sò'njɑ̀ɑ̀, Ngù' 2138","Nkɑ́ɑ́tēē, līē' 13, Sò'njɑ̀ɑ̀, Ngù' 2138"
13,April 14 2138,Monday,Nshwīe'ko,14-04-2138,2138 April 14,"līē' 14, Sò'njɑ̀ɑ̀, Ngù' 2138","Nshwīe'ko, līē' 14, Sò'njɑ̀ɑ̀, Ngù' 2138"
14,April 15 2138,Tuesday,Ncômntēē,15-04-2138,2138 April 15,"līē' 15, Sò'njɑ̀ɑ̀, Ngù' 2138","Ncômntēē, līē' 15, Sò'njɑ̀ɑ̀, Ngù' 2138"
15,April 16 2138,Wednesday,Nzîngū,16-04-2138,2138 April 16,"līē' 16, Sò'njɑ̀ɑ̀, Ngù' 2138","Nzîngū, līē' 16, Sò'njɑ̀ɑ̀, Ngù' 2138"
16,April 17 2138,Thursday,Nzîsō,17-04-2138,2138 April 17,"līē' 17, Sò'njɑ̀ɑ̀, Ngù' 2138","Nzîsō, līē' 17, Sò'njɑ̀ɑ̀, Ngù' 2138"
17,April 18 2138,Friday,Nthʉ̂'kwɑ̀,18-04-2138,2138 April 18,"līē' 18, Sò'njɑ̀ɑ̀, Ngù' 2138","Nthʉ̂'kwɑ̀, līē' 18, Sò'njɑ̀ɑ̀, Ngù' 2138"
18,April 19 2138,Saturday,Nthʉ̂'ntāā,19-04-2138,2138 April 19,"līē' 19, Sò'njɑ̀ɑ̀, Ngù' 2138","Nthʉ̂'ntāā, līē' 19, Sò'njɑ̀ɑ̀, Ngù' 2138"
19,April 20 2138,Sunday,Líé'nkwe',20-04-2138,2138 April 20,"līē' 20, Sò'njɑ̀ɑ̀, Ngù' 2138","Líé'nkwe', līē' 20, Sò'njɑ̀ɑ̀, Ngù' 2138"
